,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,list_price,standard_cost,product_first_sold_date
39,40,0,2448,28-11-2017 00:00,True,Approved,Norco Bicycles,Road,544.05,376.84,38647.0
40,41,44,2570,08-05-2017 00:00,True,Approved,WeareA2B,Standard,1769.64,108.76,37668.0
41,42,79,3398,14-05-2017 00:00,False,Approved,Solex,Touring,2083.94,675.03,41533.0
42,43,76,488,17-03-2017 00:00,False,Cancelled,WeareA2B,Standard,642.31,513.85,41922.0
43,44,46,165,22-12-2017 00:00,False,Approved,Solex,Standard,1289.85,74.51,37668.0
44,45,55,2787,07-06-2017 00:00,True,Approved,Trek Bicycles,Road,1894.19,598.76,42172.0
45,46,66,3053,20-06-2017 00:00,False,Approved,Solex,Standard,1163.89,589.27,42560.0
46,47,35,475,07-05-2017 00:00,True,Approved,Trek Bicycles,Standard,1057.51,154.4,34527.0
47,48,81,1305,10-06-2017 00:00,True,Approved,Solex,Standard,1151.96,649.49,41009.0
48,49,86,1251,17-06-2017 00:00,False,Approved,OHM Cycles,Standard,235.63,125.07,38206.0
49,50,32,3103,10-05-2017 00:00,False,Approved,Giant Bicycles,Standard,642.7,211.37,37337.0
50,51,77,3108,24-03-2017 00:00,False,Approved,Norco Bicycles,Road,1240.31,795.1,40553.0
51,52,96,857,27-11-2017 00:00,False,Approved,Giant Bicycles,Standard,1635.3,993.66,39427.0
52,53,6,3455,21-12-2017 00:00,True,Approved,OHM Cycles,Standard,227.88,136.73,33549.0
53,54,27,2549,09-02-2017 00:00,True,Approved,Trek Bicycles,Standard,499.53,388.72,34527.0
54,55,0,3140,18-09-2017 00:00,False,Approved,Norco Bicycles,Standard,363.01,290.41,38482.0
55,56,47,3406,14-11-2017 00:00,False,Approved,Trek Bicycles,Road,1720.7,1531.42,35470.0
56,57,94,2294,30-08-2017 00:00,True,Approved,Giant Bicycles,Standard,1635.3,993.66,41434.0
57,58,91,1031,14-11-2017 00:00,False,Approved,Solex,Standard,100.35,75.26,36367.0
58,59,93,993,15-02-2017 00:00,True,Approved,OHM Cycles,Standard,1458.17,874.9,38750.0
59,60,60,3473,18-12-2017 00:00,False,Approved,Giant Bicycles,Standard,1977.36,1759.85,41848.0
60,61,0,1839,24-02-2017 00:00,False,Approved,OHM Cycles,Road,12.01,7.21,34244.0
61,62,33,1824,18-12-2017 00:00,True,Approved,Giant Bicycles,Standard,1311.44,1167.18,33888.0
62,63,35,368,17-12-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,42688.0
63,64,0,2000,08-07-2017 00:00,False,Approved,Trek Bicycles,Standard,499.53,388.72,39031.0
64,65,28,825,16-05-2017 00:00,True,Approved,Norco Bicycles,Standard,1216.14,1082.36,42696.0
65,66,86,3315,23-02-2017 00:00,True,Approved,OHM Cycles,Standard,235.63,125.07,36367.0
66,67,2,75,03-07-2017 00:00,True,Approved,Solex,Standard,71.49,53.62,41245.0
67,68,4,1498,30-09-2017 00:00,True,Approved,Giant Bicycles,Standard,1129.13,677.48,38258.0
68,69,38,1612,21-10-2017 00:00,True,Approved,Trek Bicycles,Standard,2091.47,388.92,41167.0
69,70,27,2192,06-05-2017 00:00,True,Approved,Trek Bicycles,Standard,499.53,388.72,36334.0
70,71,54,419,03-01-2017 00:00,False,Approved,WeareA2B,Standard,1292.84,13.44,39915.0
71,72,77,3307,09-05-2017 00:00,True,Approved,WeareA2B,Standard,1769.64,108.76,40672.0
72,73,22,2430,23-07-2017 00:00,False,Approved,WeareA2B,Standard,60.34,45.26,34165.0
73,74,56,1506,21-01-2017 00:00,True,Approved,OHM Cycles,Standard,183.86,137.9,35707.0
74,75,58,1346,20-06-2017 00:00,False,Approved,OHM Cycles,Standard,912.52,141.4,42295.0
75,76,22,927,10-03-2017 00:00,False,Approved,WeareA2B,Standard,60.34,45.26,33552.0
76,77,50,763,02-06-2017 00:00,False,Approved,WeareA2B,Standard,175.89,131.92,37668.0
77,78,80,2397,07-11-2017 00:00,False,Approved,OHM Cycles,Touring,1073.07,933.84,36145.0
78,79,87,102,12-09-2017 00:00,True,Approved,Giant Bicycles,Standard,1179.0,707.4,35667.0
79,80,15,2884,16-12-2017 00:00,False,Approved,Norco Bicycles,Standard,958.74,748.9,38693.0
80,81,84,759,07-10-2017 00:00,True,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
81,82,21,773,27-04-2017 00:00,True,Approved,Solex,Standard,1071.23,380.74,40670.0
82,83,0,3398,01-04-2017 00:00,True,Approved,OHM Cycles,Standard,235.63,125.07,37626.0
83,84,33,3297,02-11-2017 00:00,True,Approved,Giant Bicycles,Standard,1311.44,1167.18,33888.0
84,85,84,2434,13-02-2017 00:00,True,Approved,Trek Bicycles,Road,290.62,215.14,38339.0
85,86,1,1861,19-07-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,38258.0
86,87,27,1233,23-05-2017 00:00,False,Approved,Trek Bicycles,Standard,499.53,388.72,33455.0
87,88,31,1390,06-08-2017 00:00,False,Approved,WeareA2B,Standard,752.64,205.36,34079.0
88,89,0,2682,04-04-2017 00:00,True,Approved,OHM Cycles,Road,12.01,7.21,40303.0
89,90,62,439,15-08-2017 00:00,True,Approved,Solex,Standard,478.16,298.72,34143.0
90,91,17,1579,15-04-2017 00:00,True,Approved,Solex,Standard,1024.66,614.8,35160.0
91,92,73,2984,25-07-2017 00:00,True,Approved,Solex,Standard,1945.43,333.18,36668.0
92,93,33,3470,28-11-2017 00:00,True,Approved,Giant Bicycles,Standard,1311.44,1167.18,36498.0
93,94,86,1,23-12-2017 00:00,False,Approved,OHM Cycles,Standard,235.63,125.07,38482.0
94,95,45,757,26-02-2017 00:00,False,Approved,Solex,Standard,441.49,84.99,34071.0
95,96,1,1778,21-02-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,40649.0
96,97,80,211,31-05-2017 00:00,True,Approved,OHM Cycles,Touring,1073.07,933.84,38339.0
97,98,49,333,23-06-2017 00:00,True,Approved,Trek Bicycles,Road,533.51,400.13,37823.0
98,99,95,32,26-03-2017 00:00,False,Approved,Giant Bicycles,Standard,569.56,528.43,37874.0
99,100,0,119,31-07-2017 00:00,False,Approved,Solex,Standard,478.16,298.72,36146.0
100,101,18,2347,27-07-2017 00:00,False,Approved,Norco Bicycles,Standard,1148.64,689.18,42226.0
101,102,4,2353,14-04-2017 00:00,False,Approved,Giant Bicycles,Standard,1129.13,677.48,40649.0
102,103,33,788,12-11-2017 00:00,False,Approved,Giant Bicycles,Standard,1311.44,1167.18,33888.0
103,104,78,1468,12-09-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,38193.0
104,105,89,821,26-10-2017 00:00,False,Approved,WeareA2B,Touring,1362.99,57.74,41434.0
105,106,70,2489,15-02-2017 00:00,False,Approved,Trek Bicycles,Standard,495.72,297.43,42105.0
106,107,79,2710,22-12-2017 00:00,False,Approved,Norco Bicycles,Standard,1555.58,818.01,37873.0
107,108,26,947,11-10-2017 00:00,True,Approved,WeareA2B,Standard,1992.93,762.63,34115.0
108,109,39,1335,27-03-2017 00:00,True,Approved,Giant Bicycles,Standard,1812.75,582.48,38991.0
109,110,36,1076,04-11-2017 00:00,False,Approved,Solex,Standard,945.04,507.58,35052.0
110,111,0,3320,11-06-2017 00:00,True,Approved,OHM Cycles,Standard,71.16,56.93,42172.0
111,112,84,779,09-10-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
112,113,98,3296,07-06-2017 00:00,True,Approved,Trek Bicycles,Standard,358.39,215.03,33364.0
113,114,75,455,24-10-2017 00:00,True,Approved,Giant Bicycles,Touring,1873.97,863.95,37873.0
114,115,76,1779,01-05-2017 00:00,False,Approved,WeareA2B,Standard,642.31,513.85,38482.0
115,116,72,2703,21-11-2017 00:00,True,Approved,Norco Bicycles,Standard,360.4,270.3,40553.0
116,117,42,806,24-03-2017 00:00,False,Approved,OHM Cycles,Road,1810.0,1610.9,34071.0
117,118,20,22,21-03-2017 00:00,False,Approved,Trek Bicycles,Standard,1775.81,1580.47,40303.0
118,119,64,1591,20-02-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,38647.0
119,120,0,678,16-06-2017 00:00,False,Approved,Trek Bicycles,Standard,495.72,297.43,42105.0
120,121,25,50,04-12-2017 00:00,False,Approved,Giant Bicycles,Road,1538.99,829.65,33888.0
121,122,24,1038,01-12-2017 00:00,True,Approved,Solex,Road,1777.8,820.78,34115.0
122,123,31,1453,05-03-2017 00:00,True,Approved,WeareA2B,Standard,752.64,205.36,42218.0
123,124,98,1339,21-03-2017 00:00,False,Approved,OHM Cycles,Standard,795.34,101.58,35470.0
124,125,22,3382,03-01-2017 00:00,True,Approved,Solex,Standard,575.27,431.45,41345.0
125,126,53,773,01-04-2017 00:00,False,Approved,OHM Cycles,Standard,795.34,101.58,37823.0
126,127,84,2503,16-03-2017 00:00,True,Approved,Trek Bicycles,Road,290.62,215.14,38482.0
127,128,25,1057,26-02-2017 00:00,False,Approved,Giant Bicycles,Road,1538.99,829.65,42404.0
128,129,50,1397,05-06-2017 00:00,False,Approved,WeareA2B,Standard,175.89,131.92,42295.0
129,130,44,2134,04-09-2017 00:00,False,Approved,WeareA2B,Standard,1769.64,108.76,40672.0
130,131,96,2403,18-01-2017 00:00,True,Approved,WeareA2B,Road,1172.78,1043.77,37539.0
131,132,12,1937,28-09-2017 00:00,False,Approved,WeareA2B,Standard,1231.15,161.6,38216.0
132,133,93,1282,02-09-2017 00:00,True,Approved,WeareA2B,Standard,1065.03,230.09,37539.0
133,134,78,2183,09-05-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,33429.0
134,135,84,1788,17-10-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,38859.0
135,136,65,1170,25-04-2017 00:00,True,Approved,WeareA2B,Standard,1807.45,778.69,42105.0
136,137,0,431,23-09-2017 00:00,False,Approved,Nio Cycles,Standard,1942.61,556.0469512209312,38216.0
137,138,29,1940,02-08-2017 00:00,False,Approved,WeareA2B,Standard,1065.03,230.09,36833.0
138,139,32,2073,25-03-2017 00:00,False,Cancelled,Giant Bicycles,Standard,1179.0,707.4,36833.0
139,140,11,462,01-01-2017 00:00,False,Approved,Giant Bicycles,Standard,1274.93,764.96,42560.0
140,141,10,2728,22-12-2017 00:00,False,Approved,Solex,Standard,1945.43,333.18,37499.0
141,142,46,2053,25-12-2017 00:00,False,Approved,Solex,Standard,1289.85,74.51,41064.0
142,143,60,2135,26-01-2017 00:00,True,Approved,Giant Bicycles,Standard,1977.36,1759.85,41047.0
143,144,92,1217,20-12-2017 00:00,False,Approved,WeareA2B,Touring,1890.39,260.14,33259.0
144,145,7,2992,07-06-2017 00:00,True,Approved,Trek Bicycles,Road,980.37,234.43,38693.0
145,146,41,3261,06-04-2017 00:00,True,Approved,Solex,Road,416.98,312.74,35560.0
146,147,67,2748,25-04-2017 00:00,True,Approved,Norco Bicycles,Road,544.05,376.84,38647.0
147,148,14,3262,13-01-2017 00:00,False,Approved,Trek Bicycles,Standard,1386.84,1234.29,37838.0
148,149,89,788,21-03-2017 00:00,False,Approved,WeareA2B,Touring,1362.99,57.74,34079.0
149,150,9,3067,21-11-2017 00:00,True,Approved,OHM Cycles,Road,742.54,667.4,34586.0
150,151,31,701,11-11-2017 00:00,False,Approved,Giant Bicycles,Standard,230.91,173.18,37698.0
151,152,92,648,16-10-2017 00:00,False,Approved,WeareA2B,Standard,1415.01,1259.36,36833.0
152,153,37,3286,19-08-2017 00:00,True,Approved,OHM Cycles,Standard,1793.43,248.82,36361.0
153,154,3,3383,06-04-2017 00:00,True,Approved,Trek Bicycles,Standard,2091.47,388.92,40784.0
154,155,56,982,04-11-2017 00:00,True,Approved,Norco Bicycles,Mountain,688.63,612.88,42404.0
155,156,14,676,22-08-2017 00:00,True,Approved,Solex,Standard,1842.92,1105.75,37873.0
156,157,6,385,15-09-2017 00:00,True,Approved,Solex,Standard,748.17,448.9,42105.0
157,158,50,1229,01-03-2017 00:00,True,Approved,WeareA2B,Standard,175.89,131.92,39915.0
158,159,10,3232,16-08-2017 00:00,False,Approved,WeareA2B,Touring,1466.68,363.25,41345.0
159,160,0,3300,27-08-2017 00:00,False,Approved,Nio Cycles,Standard,1656.86,556.0469512209312,38216.0
160,161,69,2381,10-07-2017 00:00,False,Approved,Giant Bicycles,Road,792.9,594.68,42105.0
161,162,78,371,11-12-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,38193.0
162,163,80,2519,20-05-2017 00:00,True,Approved,OHM Cycles,Touring,1073.07,933.84,42226.0
163,164,17,2264,30-07-2017 00:00,False,Approved,Solex,Standard,1024.66,614.8,35378.0
164,165,3,2637,25-10-2017 00:00,True,Approved,Trek Bicycles,Standard,2091.47,388.92,38573.0
165,166,78,3262,27-11-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,38193.0
166,167,90,3177,26-04-2017 00:00,True,Approved,Norco Bicycles,Standard,363.01,290.41,38482.0
167,168,87,2267,02-02-2017 00:00,False,Approved,Giant Bicycles,Standard,1179.0,707.4,35667.0
168,169,97,456,02-05-2017 00:00,False,Approved,Solex,Standard,202.62,151.96,38002.0
169,170,6,404,16-10-2017 00:00,True,Approved,OHM Cycles,Standard,227.88,136.73,37838.0
170,171,100,3121,22-10-2017 00:00,False,Approved,Norco Bicycles,Road,1036.59,206.35,33364.0
171,172,55,2365,11-04-2017 00:00,True,Approved,Trek Bicycles,Road,1894.19,598.76,33259.0
172,173,100,2528,16-11-2017 00:00,False,Approved,Norco Bicycles,Road,1036.59,206.35,33364.0
173,174,10,3151,17-12-2017 00:00,False,Approved,WeareA2B,Touring,1466.68,363.25,34586.0
174,175,25,3241,23-12-2017 00:00,False,Approved,Giant Bicycles,Road,1538.99,829.65,42696.0
175,176,74,1335,30-03-2017 00:00,True,Approved,WeareA2B,Standard,1228.07,400.91,37873.0
176,177,90,2234,13-04-2017 00:00,False,Approved,Norco Bicycles,Standard,363.01,290.41,38482.0
177,178,56,3226,25-07-2017 00:00,True,Approved,OHM Cycles,Standard,183.86,137.9,35707.0
178,179,62,1365,31-01-2017 00:00,False,Approved,Solex,Standard,478.16,298.72,34143.0
179,180,20,3349,18-03-2017 00:00,True,Approved,Trek Bicycles,Standard,1775.81,1580.47,40303.0
180,181,17,1002,24-02-2017 00:00,False,Approved,Solex,Standard,1024.66,614.8,40670.0
181,182,16,2282,18-02-2017 00:00,False,Approved,Norco Bicycles,Standard,1661.92,1479.11,41345.0
182,183,46,2656,07-01-2017 00:00,False,Approved,Solex,Standard,1289.85,74.51,41064.0
183,184,71,2409,05-07-2017 00:00,True,Approved,Solex,Standard,1842.92,1105.75,34996.0
184,185,91,1711,19-11-2017 00:00,False,Approved,WeareA2B,Standard,642.31,513.85,38193.0
185,186,17,2582,08-11-2017 00:00,True,Approved,Solex,Standard,1024.66,614.8,35378.0
186,187,1,1005,24-07-2017 00:00,True,Approved,Giant Bicycles,Touring,1873.97,863.95,37873.0
187,188,3,1597,15-01-2017 00:00,True,Approved,Trek Bicycles,Standard,2091.47,388.92,41167.0
188,189,56,2713,12-01-2017 00:00,True,Approved,OHM Cycles,Standard,183.86,137.9,34143.0
189,190,37,1435,27-11-2017 00:00,True,Approved,OHM Cycles,Standard,1793.43,248.82,40672.0
190,191,34,1477,30-06-2017 00:00,True,Approved,Norco Bicycles,Road,774.53,464.72,39526.0
191,192,0,1614,15-07-2017 00:00,True,Approved,Giant Bicycles,Standard,230.91,173.18,39031.0
192,193,12,1254,22-06-2017 00:00,True,Approved,WeareA2B,Standard,1231.15,161.6,39880.0
193,194,25,1423,02-05-2017 00:00,False,Approved,Giant Bicycles,Road,1538.99,829.65,40553.0
194,195,81,276,27-12-2017 00:00,False,Approved,Norco Bicycles,Standard,586.45,521.94,33429.0
195,196,19,1315,21-12-2017 00:00,True,Approved,OHM Cycles,Road,12.01,7.21,36334.0
196,197,45,591,23-05-2017 00:00,True,Approved,Solex,Standard,441.49,84.99,34071.0
197,198,74,1017,02-02-2017 00:00,False,Approved,WeareA2B,Standard,1762.96,950.52,41848.0
198,199,33,2123,08-06-2017 00:00,False,Approved,Giant Bicycles,Standard,1311.44,1167.18,33888.0
199,200,57,2889,15-04-2017 00:00,True,Approved,WeareA2B,Touring,1890.39,260.14,34143.0
200,201,0,3208,05-09-2017 00:00,True,Approved,Trek Bicycles,Road,533.51,400.13,41064.0
201,202,23,2406,26-02-2017 00:00,True,Approved,Norco Bicycles,Mountain,688.63,612.88,39031.0
202,203,67,2041,29-07-2017 00:00,False,Approved,Norco Bicycles,Road,544.05,376.84,38647.0
203,204,81,1598,03-07-2017 00:00,True,Approved,Norco Bicycles,Standard,586.45,521.94,33429.0
204,205,58,1842,27-05-2017 00:00,True,Approved,OHM Cycles,Standard,912.52,141.4,42295.0
205,206,5,141,05-05-2017 00:00,False,Approved,Giant Bicycles,Standard,1129.13,677.48,38573.0
206,207,94,1321,09-09-2017 00:00,False,Approved,Giant Bicycles,Standard,1635.3,993.66,41434.0
207,208,51,183,21-05-2017 00:00,False,Approved,OHM Cycles,Standard,2005.66,1203.4,41009.0
208,209,59,2591,22-09-2017 00:00,False,Approved,WeareA2B,Standard,1415.01,1259.36,37626.0
209,210,63,3356,12-04-2017 00:00,True,Approved,Solex,Standard,1483.2,99.59,33879.0
210,211,40,766,07-05-2017 00:00,True,Approved,OHM Cycles,Standard,1458.17,874.9,38750.0
211,212,80,1596,13-01-2017 00:00,False,Approved,Trek Bicycles,Standard,1469.44,596.55,38647.0
212,213,82,520,14-12-2017 00:00,False,Approved,Norco Bicycles,Standard,1148.64,689.18,42226.0
213,214,46,868,22-03-2017 00:00,True,Approved,Solex,Standard,1289.85,74.51,41009.0
214,215,78,2999,30-09-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,42226.0
215,216,72,352,29-11-2017 00:00,True,Approved,Norco Bicycles,Standard,360.4,270.3,42710.0
216,217,75,1140,09-06-2017 00:00,False,Approved,Giant Bicycles,Touring,1873.97,863.95,38193.0
217,218,40,621,21-04-2017 00:00,False,Approved,Trek Bicycles,Road,1894.19,598.76,37823.0
218,219,2,3307,13-11-2017 00:00,False,Approved,Giant Bicycles,Road,590.26,525.33,40487.0
219,220,10,1502,09-04-2017 00:00,True,Approved,WeareA2B,Touring,1466.68,363.25,41345.0
220,221,35,936,08-05-2017 00:00,False,Approved,Giant Bicycles,Standard,1403.5,954.82,42688.0
221,222,8,939,08-07-2017 00:00,True,Approved,Solex,Road,1703.52,1516.13,40649.0
222,223,2,2698,30-11-2017 00:00,False,Approved,Giant Bicycles,Road,590.26,525.33,40487.0
223,224,69,579,25-04-2017 00:00,True,Approved,Giant Bicycles,Road,792.9,594.68,33879.0
224,225,54,2036,30-03-2017 00:00,True,Approved,WeareA2B,Standard,1292.84,13.44,39915.0
225,226,8,3077,10-03-2017 00:00,False,Approved,Solex,Road,1703.52,1516.13,34079.0
226,227,86,369,16-03-2017 00:00,True,Approved,OHM Cycles,Standard,235.63,125.07,38482.0
227,228,13,821,04-04-2017 00:00,True,Approved,Solex,Standard,1163.89,589.27,41345.0
228,229,19,2687,13-03-2017 00:00,True,Approved,Trek Bicycles,Mountain,574.64,459.71,40784.0
229,230,86,681,23-12-2017 00:00,True,Approved,OHM Cycles,Standard,235.63,125.07,41434.0
230,231,46,37,12-08-2017 00:00,True,Approved,OHM Cycles,Standard,1793.43,248.82,36361.0
231,232,30,3002,04-08-2017 00:00,False,Approved,Solex,Standard,748.17,448.9,36361.0
232,233,92,396,01-09-2017 00:00,False,Approved,WeareA2B,Touring,1890.39,260.14,33259.0
233,234,71,550,01-09-2017 00:00,True,Approved,Solex,Standard,1842.92,1105.75,34996.0
234,235,77,1605,02-07-2017 00:00,False,Approved,Norco Bicycles,Road,1240.31,795.1,40553.0
235,236,7,2325,31-08-2017 00:00,True,Approved,Giant Bicycles,Standard,1311.44,1167.18,37698.0
236,237,23,1420,11-03-2017 00:00,True,Approved,Norco Bicycles,Mountain,688.63,612.88,34244.0
237,238,12,3099,08-10-2017 00:00,False,Approved,WeareA2B,Standard,1231.15,161.6,34586.0
238,239,61,1645,01-10-2017 00:00,True,Approved,OHM Cycles,Standard,71.16,56.93,42145.0
239,240,21,546,23-11-2017 00:00,False,Approved,Solex,Standard,1071.23,380.74,33552.0
240,241,86,2885,27-03-2017 00:00,True,Approved,OHM Cycles,Standard,235.63,125.07,37626.0
241,242,57,2740,04-12-2017 00:00,False,Approved,WeareA2B,Touring,1890.39,260.14,36146.0
242,243,63,3166,13-11-2017 00:00,True,Approved,Solex,Standard,1483.2,99.59,36146.0
243,244,63,3487,20-12-2017 00:00,True,Approved,WeareA2B,Standard,1992.93,762.63,34115.0
244,245,33,2890,22-09-2017 00:00,True,Approved,Giant Bicycles,Standard,1311.44,1167.18,40336.0
245,246,98,3370,22-01-2017 00:00,False,Approved,OHM Cycles,Standard,795.34,101.58,42172.0
246,247,15,3393,29-01-2017 00:00,True,Approved,Norco Bicycles,Standard,958.74,748.9,39880.0
247,248,57,2410,21-07-2017 00:00,False,Approved,WeareA2B,Touring,1890.39,260.14,34143.0
248,249,61,3466,10-02-2017 00:00,True,Approved,OHM Cycles,Standard,71.16,56.93,42172.0
249,250,48,1454,25-11-2017 00:00,False,Cancelled,WeareA2B,Standard,1762.96,950.52,35470.0
250,251,63,1967,11-04-2017 00:00,True,Approved,Solex,Standard,1483.2,99.59,42145.0
251,252,78,3089,03-12-2017 00:00,False,Approved,Giant Bicycles,Standard,1765.3,709.48,41533.0
252,253,2,3123,30-12-2017 00:00,False,Approved,Giant Bicycles,Road,590.26,525.33,40487.0
253,254,67,2692,26-07-2017 00:00,False,Approved,Solex,Standard,1071.23,380.74,36334.0
254,255,67,2801,01-04-2017 00:00,True,Cancelled,Norco Bicycles,Road,544.05,376.84,38647.0
255,256,13,1580,22-10-2017 00:00,True,Approved,Solex,Standard,1577.53,826.51,40618.0
256,257,65,352,22-03-2017 00:00,False,Approved,WeareA2B,Standard,1807.45,778.69,42145.0
257,258,49,1777,15-06-2017 00:00,True,Approved,Trek Bicycles,Road,533.51,400.13,41064.0
258,259,87,142,06-07-2017 00:00,True,Approved,Giant Bicycles,Standard,1179.0,707.4,35667.0
259,260,31,3393,28-12-2017 00:00,False,Approved,Giant Bicycles,Standard,230.91,173.18,40618.0
260,261,17,599,09-05-2017 00:00,False,Approved,Solex,Standard,1024.66,614.8,39880.0
261,262,91,1258,18-01-2017 00:00,False,Approved,Solex,Standard,100.35,75.26,36367.0
262,263,53,3405,22-10-2017 00:00,True,Approved,OHM Cycles,Standard,795.34,101.58,36668.0
263,264,38,3198,30-01-2017 00:00,False,Approved,Solex,Standard,1577.53,826.51,34170.0
264,265,20,834,26-06-2017 00:00,False,Approved,Trek Bicycles,Standard,1775.81,1580.47,40303.0
265,266,44,3467,07-11-2017 00:00,True,Approved,WeareA2B,Standard,1769.64,108.76,40672.0
266,267,69,3436,13-08-2017 00:00,True,Approved,Giant Bicycles,Road,792.9,594.68,41922.0
267,268,68,1516,27-08-2017 00:00,False,Approved,OHM Cycles,Standard,1636.9,44.71,40410.0
268,269,11,2833,25-01-2017 00:00,True,Approved,Giant Bicycles,Standard,1274.93,764.96,41345.0
269,270,2,2362,13-02-2017 00:00,False,Approved,Solex,Standard,71.49,53.62,38573.0
270,271,27,2337,11-07-2017 00:00,False,Approved,Trek Bicycles,Standard,499.53,388.72,36334.0
271,272,0,2149,30-04-2017 00:00,True,Approved,Trek Bicycles,Standard,358.39,215.03,38002.0
